Station	AirQuality	Longitude	Latitude	O3Hour	O3Quality	O3Value	NO2Hour	NO2Quality	NO2Value	PM10Hour	PM10Quality	PM10Value	Generated	Date Time
Barcelo - Palau Reial	Good	2.1151	41.3875	17h	Good	18	17h	Good	55	17h	Good	26	29/11/2018 18:00	1543511102
Barcelo - Poblenou	Good	2.2045	41.4039				17h	Good	59	17h	Good	34	29/11/2018 18:00	1543511102
Barcelo - Observ Fabra	Good	2.1239	41.4183	15h	--		15h	--		17h	Good	13	29/11/2018 18:00	1543511102
Barcelo - Sants	Good	2.1331	41.3788				18h	Good	56				29/11/2018 19:00	1543514702
Barcelo - Eixample	Moderate	2.1538	41.3853	18h	Good	7	18h	Good	81	18h	Moderate	41	29/11/2018 19:00	1543514702
Barcelo - Gr??cia	Good	2.1534	41.3987	18h	Good	11	18h	Good	83	18h	Good	30	29/11/2018 19:00	1543514702
Barcelo - Ciutadella	Good	2.1874	41.3864	18h	Good	9	18h	Good	79				29/11/2018 19:00	1543514702
Barcelo - Vall Hebron	Good	2.148	41.4261	18h	Good	11	18h	Good	73	18h	Good	21	29/11/2018 19:00	1543514702
Barcelo - Palau Reial	Good	2.1151	41.3875	18h	Good	4	18h	Good	77	18h	Good	25	29/11/2018 19:00	1543514702
Barcelo - Poblenou	Good	2.2045	41.4039				18h	Good	70	18h	Good	33	29/11/2018 19:00	1543514702
Barcelo - Observ Fabra	Good	2.1239	41.4183	18h	Good	70	18h	Good	26	18h	Good	13	29/11/2018 19:00	1543514702
Barcelo - Sants	Good	2.1331	41.3788				19h	Good	79				29/11/2018 20:00	1543518301
Barcelo - Eixample	Moderate	2.1538	41.3853	19h	Good	2	19h	Good	89	19h	Moderate	41	29/11/2018 20:00	1543518301
Barcelo - Gr??cia	Moderate	2.1534	41.3987	19h	Good	4	19h	Moderate	93	19h	Good	30	29/11/2018 20:00	1543518301
Barcelo - Ciutadella	Good	2.1874	41.3864	19h	Good	2	19h	Good	88				29/11/2018 20:00	1543518301
Barcelo - Vall Hebron	Good	2.148	41.4261	19h	Good	29	19h	Good	57	19h	Good	21	29/11/2018 20:00	1543518301
Barcelo - Palau Reial	Good	2.1151	41.3875	19h	Good	7	19h	Good	73	19h	Good	25	29/11/2018 20:00	1543518301
Barcelo - Poblenou	Good	2.2045	41.4039				19h	Good	86	19h	Good	32	29/11/2018 20:00	1543518301
Barcelo - Observ Fabra	Good	2.1239	41.4183	19h	Good	90	19h	Good	10	20h	Good	14	29/11/2018 20:00	1543518301
Barcelo - Sants	Good	2.1331	41.3788				20h	Good	81				29/11/2018 21:00	1543521902
Barcelo - Eixample	Moderate	2.1538	41.3853	20h	Good	2	20h	Moderate	97	20h	Moderate	41	29/11/2018 21:00	1543521902
Barcelo - Gr??cia	Moderate	2.1534	41.3987	20h	Good	3	20h	Moderate	95	20h	Good	30	29/11/2018 21:00	1543521902
Barcelo - Ciutadella	Good	2.1874	41.3864	20h	Good	2	20h	Good	79				29/11/2018 21:00	1543521902
Barcelo - Vall Hebron	Good	2.148	41.4261	20h	Good	24	20h	Good	61	20h	Good	20	29/11/2018 21:00	1543521902
Barcelo - Palau Reial	Good	2.1151	41.3875	20h	Good	8	20h	Good	72	20h	Good	25	29/11/2018 21:00	1543521902
Barcelo - Poblenou	Moderate	2.2045	41.4039				20h	Moderate	94	20h	Good	32	29/11/2018 21:00	1543521902
Barcelo - Observ Fabra	Good	2.1239	41.4183	20h	Good	99	20h	Good	5	20h	Good	13	29/11/2018 21:00	1543521902
Barcelo - Sants	Good	2.1331	41.3788				21h	Good	82				29/11/2018 22:00	1543525502
Barcelo - Eixample	Moderate	2.1538	41.3853	20h	Good	2	20h	Moderate	97	21h	Moderate	41	29/11/2018 22:00	1543525502
Barcelo - Gr??cia	Moderate	2.1534	41.3987	21h	Good	4	21h	Moderate	94	21h	Good	29	29/11/2018 22:00	1543525502
Barcelo - Ciutadella	Good	2.1874	41.3864	21h	Good	1	21h	Good	65				29/11/2018 22:00	1543525502
Barcelo - Vall Hebron	Good	2.148	41.4261	21h	Good	2	21h	Good	85	21h	Good	20	29/11/2018 22:00	1543525502
Barcelo - Palau Reial	Good	2.1151	41.3875	21h	Good	2	21h	Good	76	21h	Good	25	29/11/2018 22:00	1543525502
Barcelo - Poblenou	Good	2.2045	41.4039				21h	Good	86	21h	Good	33	29/11/2018 22:00	1543525502
Barcelo - Observ Fabra	Good	2.1239	41.4183	21h	Good	100	21h	Good	4	21h	Good	13	29/11/2018 22:00	1543525502
Barcelo - Sants	Good	2.1331	41.3788				22h	Good	88				29/11/2018 23:00	1543529102
Barcelo - Eixample	Moderate	2.1538	41.3853	20h	Good	2	20h	Moderate	97	22h	Moderate	42	29/11/2018 23:00	1543529102
Barcelo - Gr??cia	Moderate	2.1534	41.3987	22h	Good	2	22h	Moderate	97	22h	Good	28	29/11/2018 23:00	1543529102
Barcelo - Ciutadella	Good	2.1874	41.3864	22h	Good	2	22h	Good	55				29/11/2018 23:00	1543529102
Barcelo - Vall Hebron	Good	2.148	41.4261	22h	Good	2	22h	Good	87	22h	Good	21	29/11/2018 23:00	1543529102
Barcelo - Palau Reial	Good	2.1151	41.3875	22h	Good	3	22h	Good	71	22h	Good	24	29/11/2018 23:00	1543529102
Barcelo - Poblenou	Good	2.2045	41.4039				22h	Good	79	22h	Good	34	29/11/2018 23:00	1543529102
Barcelo - Observ Fabra	Good	2.1239	41.4183	22h	Good	91	22h	Good	6	22h	Good	13	29/11/2018 23:00	1543529102
Barcelo - Sants	Good	2.1331	41.3788				23h	Good	88				30/11/2018 0:00	1543532702
Barcelo - Eixample	Moderate	2.1538	41.3853							23h	Moderate	41	30/11/2018 0:00	1543532702
Barcelo - Gr??cia	Good	2.1534	41.3987	23h	Good	4	23h	Good	84	23h	Good	28	30/11/2018 0:00	1543532702
Barcelo - Ciutadella	Good	2.1874	41.3864	23h	Good	2	23h	Good	47				30/11/2018 0:00	1543532702
Barcelo - Vall Hebron	Good	2.148	41.4261	23h	Good	3	23h	Good	80	23h	Good	21	30/11/2018 0:00	1543532702
Barcelo - Palau Reial	Good	2.1151	41.3875	23h	Good	4	23h	Good	62	23h	Good	24	30/11/2018 0:00	1543532702
Barcelo - Poblenou	Good	2.2045	41.4039				23h	Good	74	23h	Good	35	30/11/2018 0:00	1543532702
Barcelo - Observ Fabra	Good	2.1239	41.4183	23h	Good	91	23h	Good	6	23h	Good	13	30/11/2018 0:00	1543532702
Barcelo - Sants	Good	2.1331	41.3788				0h	Good	85				30/11/2018 1:00	1543536302
Barcelo - Eixample	Moderate	2.1538	41.3853	0h	Good	3	0h	Moderate	104	0h	Moderate	42	30/11/2018 1:00	1543536302
Barcelo - Gr??cia	Good	2.1534	41.3987	0h	Good	1	0h	Good	81	1h	Good	26	30/11/2018 1:00	1543536302
Barcelo - Ciutadella	Good	2.1874	41.3864	0h	Good	2	0h	Good	41				30/11/2018 1:00	1543536302
Barcelo - Vall Hebron	Good	2.148	41.4261	0h	Good	2	0h	Good	69	0h	Good	21	30/11/2018 1:00	1543536302
Barcelo - Palau Reial	Good	2.1151	41.3875	0h	Good	8	0h	Good	47	0h	Good	24	30/11/2018 1:00	1543536302
Barcelo - Poblenou	Good	2.2045	41.4039				0h	Good	65	0h	Good	35	30/11/2018 1:00	1543536302
Barcelo - Observ Fabra	Good	2.1239	41.4183	0h	Good	89	0h	Good	6	0h	Good	13	30/11/2018 1:00	1543536302
Barcelo - Sants	Good	2.1331	41.3788				1h	Good	89				30/11/2018 2:00	1543539902
Barcelo - Eixample	Moderate	2.1538	41.3853	1h	Good	3	1h	Moderate	96	1h	Moderate	43	30/11/2018 2:00	1543539902
Barcelo - Gr??cia	Moderate	2.1534	41.3987	1h	Good	3	1h	Moderate	95	1h	Good	27	30/11/2018 2:00	1543539902
Barcelo - Ciutadella	Good	2.1874	41.3864	1h	Good	2	1h	Good	36				30/11/2018 2:00	1543539902
Barcelo - Vall Hebron	Good	2.148	41.4261	1h	Good	2	1h	Good	67	1h	Good	21	30/11/2018 2:00	1543539902
Barcelo - Palau Reial	Good	2.1151	41.3875	1h	Good	5	1h	Good	47	1h	Good	23	30/11/2018 2:00	1543539902
Barcelo - Poblenou	Good	2.2045	41.4039				1h	Good	56	1h	Good	36	30/11/2018 2:00	1543539902
Barcelo - Observ Fabra	Good	2.1239	41.4183	1h	Good	83	1h	Good	7	1h	Good	13	30/11/2018 2:00	1543539902
Barcelo - Sants	Good	2.1331	41.3788				2h	Good	78				30/11/2018 3:00	1543543507
Barcelo - Eixample	Moderate	2.1538	41.3853	2h	Good	2	2h	Good	86	3h	Moderate	44	30/11/2018 3:00	1543543507
Barcelo - Gr??cia	Good	2.1534	41.3987	2h	Good	2	2h	Good	82	3h	Good	28	30/11/2018 3:00	1543543507
Barcelo - Ciutadella	Good	2.1874	41.3864	2h	Good	2	2h	Good	42				30/11/2018 3:00	1543543507
Barcelo - Vall Hebron	Good	2.148	41.4261	2h	Good	1	2h	Good	58	3h	Good	22	30/11/2018 3:00	1543543507
Barcelo - Palau Reial	Good	2.1151	41.3875	2h	Good	1	2h	Good	45	3h	Good	23	30/11/2018 3:00	1543543507
Barcelo - Poblenou	Good	2.2045	41.4039				2h	Good	51	3h	Good	36	30/11/2018 3:00	1543543507
Barcelo - Observ Fabra	Good	2.1239	41.4183	2h	Good	82	2h	Good	8	3h	Good	12	30/11/2018 3:00	1543543507
Barcelo - Sants	Good	2.1331	41.3788				3h	Good	59				30/11/2018 4:00	1543547102
Barcelo - Eixample	Moderate	2.1538	41.3853	3h	Good	2	3h	Good	77	3h	Moderate	44	30/11/2018 4:00	1543547102
Barcelo - Gr??cia	Good	2.1534	41.3987	3h	Good	1	3h	Good	66	3h	Good	28	30/11/2018 4:00	1543547102
Barcelo - Ciutadella	Good	2.1874	41.3864	3h	Good	2	3h	Good	40				30/11/2018 4:00	1543547102
Barcelo - Vall Hebron	Good	2.148	41.4261	3h	Good	1	3h	Good	51	3h	Good	22	30/11/2018 4:00	1543547102
Barcelo - Palau Reial	Good	2.1151	41.3875	3h	Good	4	3h	Good	33	3h	Good	22	30/11/2018 4:00	1543547102
Barcelo - Poblenou	Good	2.2045	41.4039				3h	Good	51	3h	Good	36	30/11/2018 4:00	1543547102
Barcelo - Observ Fabra	Good	2.1239	41.4183	3h	Good	76	3h	Good	11	3h	Good	12	30/11/2018 4:00	1543547102
Barcelo - Sants	Good	2.1331	41.3788				4h	Good	50				30/11/2018 5:00	1543550702
Barcelo - Eixample	Moderate	2.1538	41.3853	4h	Good	2	4h	Good	65	4h	Moderate	44	30/11/2018 5:00	1543550702
Barcelo - Gr??cia	Good	2.1534	41.3987	4h	Good	9	4h	Good	49	4h	Good	28	30/11/2018 5:00	1543550702
Barcelo - Ciutadella	Good	2.1874	41.3864	4h	Good	1	4h	Good	46				30/11/2018 5:00	1543550702
Barcelo - Vall Hebron	Good	2.148	41.4261	4h	Good	5	4h	Good	47	4h	Good	22	30/11/2018 5:00	1543550702
Barcelo - Palau Reial	Good	2.1151	41.3875	4h	Good	8	4h	Good	33	4h	Good	22	30/11/2018 5:00	1543550702
Barcelo - Poblenou	Good	2.2045	41.4039				4h	Good	50	4h	Good	36	30/11/2018 5:00	1543550702
Barcelo - Observ Fabra	Good	2.1239	41.4183	4h	Good	84	4h	Good	8	4h	Good	12	30/11/2018 5:00	1543550702
Barcelo - Sants	Good	2.1331	41.3788				5h	Good	37				30/11/2018 6:00	1543554302
Barcelo - Eixample	Moderate	2.1538	41.3853	5h	Good	2	5h	Good	65	5h	Moderate	44	30/11/2018 6:00	1543554302
Barcelo - Gr??cia	Good	2.1534	41.3987	5h	Good	17	5h	Good	42	5h	Good	28	30/11/2018 6:00	1543554302
Barcelo - Ciutadella	Good	2.1874	41.3864	5h	Good	2	5h	Good	45				30/11/2018 6:00	1543554302
Barcelo - Vall Hebron	Good	2.148	41.4261	5h	Good	13	5h	Good	41	5h	Good	22	30/11/2018 6:00	1543554302
Barcelo - Palau Reial	Good	2.1151	41.3875	5h	Good	15	5h	Good	28	5h	Good	22	30/11/2018 6:00	1543554302
Barcelo - Poblenou	Moderate	2.2045	41.4039				5h	Good	43	5h	Moderate	37	30/11/2018 6:00	1543554302
Barcelo - Observ Fabra	Good	2.1239	41.4183	5h	Good	88	5h	Good	5	5h	Good	11	30/11/2018 6:00	1543554302
Barcelo - Sants	Good	2.1331	41.3788				6h	Good	23				30/11/2018 7:00	1543557901
Barcelo - Eixample	Moderate	2.1538	41.3853	6h	Good	14	6h	Good	41	6h	Moderate	44	30/11/2018 7:00	1543557901
Barcelo - Gr??cia	Good	2.1534	41.3987	6h	Good	27	6h	Good	30	6h	Good	27	30/11/2018 7:00	1543557901
Barcelo - Ciutadella	Good	2.1874	41.3864	6h	Good	4	6h	Good	41				30/11/2018 7:00	1543557901
Barcelo - Vall Hebron	Good	2.148	41.4261	6h	Good	34	6h	Good	21	6h	Good	23	30/11/2018 7:00	1543557901
Barcelo - Palau Reial	Good	2.1151	41.3875	6h	Good	29	6h	Good	20	7h	Good	22	30/11/2018 7:00	1543557901
Barcelo - Poblenou	Moderate	2.2045	41.4039				6h	Good	42	6h	Moderate	38	30/11/2018 7:00	1543557901
Barcelo - Observ Fabra	Good	2.1239	41.4183	6h	Good	65	6h	Good	12	6h	Good	11	30/11/2018 7:00	1543557901
Barcelo - Sants	Good	2.1331	41.3788				7h	Good	25				30/11/2018 8:00	1543561502
Barcelo - Eixample	Moderate	2.1538	41.3853	7h	Good	19	7h	Good	34	7h	Moderate	43	30/11/2018 8:00	1543561502
Barcelo - Gr??cia	Good	2.1534	41.3987	7h	Good	34	7h	Good	24	7h	Good	27	30/11/2018 8:00	1543561502
Barcelo - Ciutadella	Good	2.1874	41.3864	7h	Good	19	7h	Good	40				30/11/2018 8:00	1543561502
Barcelo - Vall Hebron	Good	2.148	41.4261	7h	Good	32	7h	Good	20	7h	Good	23	30/11/2018 8:00	1543561502
Barcelo - Palau Reial	Good	2.1151	41.3875	7h	Good	32	7h	Good	22	7h	Good	22	30/11/2018 8:00	1543561502
Barcelo - Poblenou	Moderate	2.2045	41.4039				7h	Good	27	7h	Moderate	37	30/11/2018 8:00	1543561502
Barcelo - Observ Fabra	Good	2.1239	41.4183	7h	Good	62	7h	Good	15	7h	Good	11	30/11/2018 8:00	1543561502
Barcelo - Sants	Good	2.1331	41.3788				8h	Good	36				30/11/2018 9:00	1543565102
Barcelo - Eixample	Moderate	2.1538	41.3853	8h	Good	9	8h	Good	58	8h	Moderate	42	30/11/2018 9:00	1543565102
Barcelo - Gr??cia	Good	2.1534	41.3987	8h	Good	21	8h	Good	45	8h	Good	26	30/11/2018 9:00	1543565102
Barcelo - Ciutadella	Good	2.1874	41.3864	8h	Good	17	8h	Good	47				30/11/2018 9:00	1543565102
Barcelo - Vall Hebron	Good	2.148	41.4261	8h	Good	31	8h	Good	23	8h	Good	23	30/11/2018 9:00	1543565102
Barcelo - Palau Reial	Good	2.1151	41.3875	8h	Good	35	8h	Good	21	8h	Good	21	30/11/2018 9:00	1543565102
Barcelo - Poblenou	Moderate	2.2045	41.4039				8h	Good	46	8h	Moderate	37	30/11/2018 9:00	1543565102
Barcelo - Observ Fabra	Good	2.1239	41.4183	8h	Good	75	8h	Good	8	8h	Good	11	30/11/2018 9:00	1543565102
Barcelo - Sants	Good	2.1331	41.3788				9h	Good	51				30/11/2018 10:00	1543568701
Barcelo - Eixample	Moderate	2.1538	41.3853	9h	Good	7	9h	Good	50	9h	Moderate	40	30/11/2018 10:00	1543568701
Barcelo - Gr??cia	Good	2.1534	41.3987	9h	Good	4	9h	Good	69	9h	Good	25	30/11/2018 10:00	1543568701
Barcelo - Ciutadella	Good	2.1874	41.3864	9h	Good	6	9h	Good	57				30/11/2018 10:00	1543568701
Barcelo - Vall Hebron	Good	2.148	41.4261	9h	Good	34	9h	Good	25	9h	Good	23	30/11/2018 10:00	1543568701
Barcelo - Palau Reial	Good	2.1151	41.3875	9h	Good	35	9h	Good	27	9h	Good	20	30/11/2018 10:00	1543568701
Barcelo - Poblenou	Good	2.2045	41.4039				9h	Good	49	9h	Good	36	30/11/2018 10:00	1543568701
Barcelo - Observ Fabra	Good	2.1239	41.4183	9h	Good	84	9h	Good	7	9h	Good	11	30/11/2018 10:00	1543568701
Barcelo - Sants	Good	2.1331	41.3788				10h	Good	49				30/11/2018 11:00	1543572301
Barcelo - Eixample	Moderate	2.1538	41.3853	10h	Good	8	10h	Good	56	10h	Moderate	38	30/11/2018 11:00	1543572301
Barcelo - Gr??cia	Good	2.1534	41.3987	10h	Good	11	10h	Good	58	10h	Good	24	30/11/2018 11:00	1543572301
Barcelo - Ciutadella	Good	2.1874	41.3864	10h	Good	11	10h	Good	58				30/11/2018 11:00	1543572301
Barcelo - Vall Hebron	Good	2.148	41.4261	10h	Good	49	10h	Good	18	10h	Good	22	30/11/2018 11:00	1543572301
Barcelo - Palau Reial	Good	2.1151	41.3875	10h	Good	43	10h	Good	19	10h	Good	19	30/11/2018 11:00	1543572301
Barcelo - Poblenou	Good	2.2045	41.4039				10h	Good	64	10h	Good	35	30/11/2018 11:00	1543572301
Barcelo - Observ Fabra	Good	2.1239	41.4183	10h	Good	82	10h	Good	7	10h	Good	11	30/11/2018 11:00	1543572301
Barcelo - Sants	Good	2.1331	41.3788				11h	Good	28				30/11/2018 12:00	1543575902
Barcelo - Eixample	Good	2.1538	41.3853	11h	Good	15	11h	Good	51	11h	Good	35	30/11/2018 12:00	1543575902
Barcelo - Gr??cia	Good	2.1534	41.3987	11h	Good	13	11h	Good	62	11h	Good	23	30/11/2018 12:00	1543575902
Barcelo - Ciutadella	Good	2.1874	41.3864	11h	Good	30	11h	Good	33				30/11/2018 12:00	1543575902
Barcelo - Vall Hebron	Good	2.148	41.4261	11h	Good	45	11h	Good	15	11h	Good	22	30/11/2018 12:00	1543575902
Barcelo - Palau Reial	Good	2.1151	41.3875	11h	Good	37	11h	Good	17	11h	Good	17	30/11/2018 12:00	1543575902
Barcelo - Poblenou	Good	2.2045	41.4039				11h	Good	36	11h	Good	33	30/11/2018 12:00	1543575902
Barcelo - Observ Fabra	Good	2.1239	41.4183	11h	Good	69	11h	Good	10	11h	Good	11	30/11/2018 12:00	1543575902
Barcelo - Sants	Good	2.1331	41.3788				12h	Good	17				30/11/2018 13:00	1543579502
Barcelo - Eixample	Good	2.1538	41.3853	12h	Good	18	12h	Good	39	12h	Good	33	30/11/2018 13:00	1543579502
Barcelo - Gr??cia	Good	2.1534	41.3987	12h	Good	24	12h	Good	38	12h	Good	23	30/11/2018 13:00	1543579502
Barcelo - Ciutadella	Good	2.1874	41.3864	12h	Good	31	12h	Good	29				30/11/2018 13:00	1543579502
Barcelo - Vall Hebron	Good	2.148	41.4261	12h	Good	40	12h	Good	15	12h	Good	21	30/11/2018 13:00	1543579502
Barcelo - Palau Reial	Good	2.1151	41.3875	12h	Good	34	12h	Good	15	12h	Good	16	30/11/2018 13:00	1543579502
Barcelo - Poblenou	Good	2.2045	41.4039				12h	Good	34	12h	Good	31	30/11/2018 13:00	1543579502
Barcelo - Observ Fabra	Good	2.1239	41.4183	12h	Good	63	12h	Good	10	12h	Good	11	30/11/2018 13:00	1543579502
Barcelo - Sants	Good	2.1331	41.3788				13h	Good	20				30/11/2018 14:00	1543583102
Barcelo - Eixample	Good	2.1538	41.3853	13h	Good	19	13h	Good	42	13h	Good	34	30/11/2018 14:00	1543583102
Barcelo - Gr??cia	Good	2.1534	41.3987	13h	Good	22	13h	Good	41	13h	Good	22	30/11/2018 14:00	1543583102
Barcelo - Ciutadella	Good	2.1874	41.3864	13h	Good	32	13h	Good	22				30/11/2018 14:00	1543583102
Barcelo - Vall Hebron	Good	2.148	41.4261	13h	Good	35	13h	Good	19	13h	Good	21	30/11/2018 14:00	1543583102
Barcelo - Palau Reial	Good	2.1151	41.3875	13h	Good	34	13h	Good	13	13h	Good	15	30/11/2018 14:00	1543583102
Barcelo - Poblenou	Good	2.2045	41.4039				13h	Good	33	13h	Good	29	30/11/2018 14:00	1543583102
Barcelo - Observ Fabra	Good	2.1239	41.4183	13h	Good	60	13h	Good	11	13h	Good	11	30/11/2018 14:00	1543583102
Barcelo - Sants	Good	2.1331	41.3788				14h	Good	36				30/11/2018 15:00	1543586702
Barcelo - Eixample	Moderate	2.1538	41.3853	14h	Good	8	14h	Good	61	14h	Moderate	37	30/11/2018 15:00	1543586702
Barcelo - Gr??cia	Good	2.1534	41.3987	14h	Good	8	14h	Good	57	14h	Good	22	30/11/2018 15:00	1543586702
Barcelo - Ciutadella	Good	2.1874	41.3864	14h	Good	14	14h	Good	41				30/11/2018 15:00	1543586702
Barcelo - Vall Hebron	Good	2.148	41.4261	14h	Good	18	14h	Good	36	14h	Good	21	30/11/2018 15:00	1543586702
Barcelo - Palau Reial	Good	2.1151	41.3875	14h	Good	22	14h	Good	24	14h	Good	15	30/11/2018 15:00	1543586702
Barcelo - Poblenou	Good	2.2045	41.4039				14h	Good	47	14h	Good	29	30/11/2018 15:00	1543586702
Barcelo - Observ Fabra	Good	2.1239	41.4183	14h	Good	54	14h	Good	24	14h	Good	11	30/11/2018 15:00	1543586702
Barcelo - Sants	Good	2.1331	41.3788				15h	Good	42				30/11/2018 16:00	1543590302
Barcelo - Eixample	Moderate	2.1538	41.3853	15h	Good	11	15h	Good	70	15h	Moderate	37	30/11/2018 16:00	1543590302
Barcelo - Gr??cia	Good	2.1534	41.3987	15h	Good	9	15h	Good	70	15h	Good	22	30/11/2018 16:00	1543590302
Barcelo - Ciutadella	Good	2.1874	41.3864	15h	Good	20	15h	Good	34				30/11/2018 16:00	1543590302
Barcelo - Vall Hebron	Good	2.148	41.4261	15h	Good	16	15h	Good	47	15h	Good	21	30/11/2018 16:00	1543590302
Barcelo - Palau Reial	Good	2.1151	41.3875	15h	Good	14	15h	Good	48	15h	Good	15	30/11/2018 16:00	1543590302
Barcelo - Poblenou	Good	2.2045	41.4039				15h	Good	42	15h	Good	29	30/11/2018 16:00	1543590302
Barcelo - Observ Fabra	Good	2.1239	41.4183	15h	Good	49	15h	Good	31	16h	Good	11	30/11/2018 16:00	1543590302
Barcelo - Sants	Good	2.1331	41.3788				16h	Good	34				30/11/2018 17:00	1543593902
Barcelo - Eixample	Moderate	2.1538	41.3853	16h	Good	20	16h	Good	47	16h	Moderate	37	30/11/2018 17:00	1543593902
Barcelo - Gr??cia	Good	2.1534	41.3987	16h	Good	14	16h	Good	49	16h	Good	22	30/11/2018 17:00	1543593902
Barcelo - Ciutadella	Good	2.1874	41.3864	16h	Good	37	16h	Good	30				30/11/2018 17:00	1543593902
Barcelo - Vall Hebron	Good	2.148	41.4261	16h	Good	24	16h	Good	30	16h	Good	21	30/11/2018 17:00	1543593902
Barcelo - Palau Reial	Good	2.1151	41.3875	16h	Good	15	16h	Good	39	16h	Good	15	30/11/2018 17:00	1543593902
Barcelo - Poblenou	Good	2.2045	41.4039				15h	Good	42	16h	Good	29	30/11/2018 17:00	1543593902
Barcelo - Observ Fabra	Good	2.1239	41.4183	16h	Good	53	16h	Good	22	16h	Good	11	30/11/2018 17:00	1543593902
Barcelo - Sants	Good	2.1331	41.3788				17h	Good	32				30/11/2018 18:00	1543597502
Barcelo - Eixample	Moderate	2.1538	41.3853	17h	Good	11	17h	Good	50	18h	Moderate	37	30/11/2018 18:00	1543597502
Barcelo - Gr??cia	Good	2.1534	41.3987	17h	Good	15	17h	Good	43	17h	Good	22	30/11/2018 18:00	1543597502
Barcelo - Ciutadella	Good	2.1874	41.3864	17h	Good	20	17h	Good	52				30/11/2018 18:00	1543597502
Barcelo - Vall Hebron	Good	2.148	41.4261	17h	Good	16	17h	Good	39	17h	Good	21	30/11/2018 18:00	1543597502
Barcelo - Palau Reial	Good	2.1151	41.3875	17h	Good	20	17h	Good	32	17h	Good	15	30/11/2018 18:00	1543597502
Barcelo - Poblenou	Good	2.2045	41.4039				17h	Good	52	17h	Good	28	30/11/2018 18:00	1543597502
Barcelo - Observ Fabra	Good	2.1239	41.4183	17h	Good	54	17h	Good	21	17h	Good	11	30/11/2018 18:00	1543597502
Barcelo - Sants	Good	2.1331	41.3788				18h	Good	56				30/11/2018 19:00	1543601102
Barcelo - Eixample	Good	2.1538	41.3853	18h	Good	3	18h	Good	63	18h	Good	36	30/11/2018 19:00	1543601102
Barcelo - Gr??cia	Good	2.1534	41.3987	18h	Good	4	18h	Good	63	18h	Good	22	30/11/2018 19:00	1543601102
Barcelo - Ciutadella	Good	2.1874	41.3864	18h	Good	6	18h	Good	58				30/11/2018 19:00	1543601102
Barcelo - Vall Hebron	Good	2.148	41.4261	18h	Good	18	18h	Good	40	18h	Good	21	30/11/2018 19:00	1543601102
Barcelo - Palau Reial	Good	2.1151	41.3875	18h	Good	5	18h	Good	53	18h	Good	15	30/11/2018 19:00	1543601102
Barcelo - Poblenou	Good	2.2045	41.4039				18h	Good	57	18h	Good	28	30/11/2018 19:00	1543601102
Barcelo - Observ Fabra	Good	2.1239	41.4183	18h	Good	61	18h	Good	18	18h	Good	11	30/11/2018 19:00	1543601102
Barcelo - Sants	Good	2.1331	41.3788				19h	Good	72				30/11/2018 20:00	1543604702
Barcelo - Eixample	Moderate	2.1538	41.3853	18h	Good	3	18h	Good	63	19h	Moderate	37	30/11/2018 20:00	1543604702
Barcelo - Gr??cia	Good	2.1534	41.3987	19h	Good	1	19h	Good	81	19h	Good	22	30/11/2018 20:00	1543604702
Barcelo - Ciutadella	Good	2.1874	41.3864	19h	Good	2	19h	Good	76				30/11/2018 20:00	1543604702
Barcelo - Vall Hebron	Good	2.148	41.4261	19h	Good	9	19h	Good	56	19h	Good	21	30/11/2018 20:00	1543604702
Barcelo - Palau Reial	Good	2.1151	41.3875	19h	Good	1	19h	Good	69	19h	Good	15	30/11/2018 20:00	1543604702
Barcelo - Poblenou	Good	2.2045	41.4039				19h	Good	72	19h	Good	28	30/11/2018 20:00	1543604702
Barcelo - Observ Fabra	Good	2.1239	41.4183	19h	Good	47	19h	Good	37	19h	Good	11	30/11/2018 20:00	1543604702
Barcelo - Sants	Good	2.1331	41.3788				20h	Good	63				30/11/2018 21:00	1543608302
Barcelo - Eixample	Moderate	2.1538	41.3853	18h	Good	3	18h	Good	63	20h	Moderate	37	30/11/2018 21:00	1543608302
Barcelo - Gr??cia	Good	2.1534	41.3987	20h	Good	3	20h	Good	76	20h	Good	22	30/11/2018 21:00	1543608302
Barcelo - Ciutadella	Good	2.1874	41.3864	20h	Good	2	20h	Good	75				30/11/2018 21:00	1543608302
Barcelo - Vall Hebron	Good	2.148	41.4261	20h	Good	28	20h	Good	37	20h	Good	21	30/11/2018 21:00	1543608302
Barcelo - Palau Reial	Good	2.1151	41.3875	20h	Good	15	20h	Good	45	20h	Good	15	30/11/2018 21:00	1543608302
Barcelo - Poblenou	Good	2.2045	41.4039				20h	Good	75	20h	Good	28	30/11/2018 21:00	1543608302
Barcelo - Observ Fabra	Good	2.1239	41.4183	20h	Good	69	20h	Good	17	20h	Good	12	30/11/2018 21:00	1543608302
Barcelo - Sants	Good	2.1331	41.3788				21h	Good	52				30/11/2018 22:00	1543611902
Barcelo - Eixample	Moderate	2.1538	41.3853	19h	--		19h	--		21h	Moderate	37	30/11/2018 22:00	1543611902
Barcelo - Gr??cia	Good	2.1534	41.3987	21h	Good	3	21h	Good	68	21h	Good	22	30/11/2018 22:00	1543611902
Barcelo - Ciutadella	Good	2.1874	41.3864	21h	Good	3	21h	Good	65				30/11/2018 22:00	1543611902
Barcelo - Vall Hebron	Good	2.148	41.4261	21h	Good	14	21h	Good	48	21h	Good	21	30/11/2018 22:00	1543611902
